date,sku_id,pharmacy_type,demand_type,units_sold,week_of_year,ili_pct,is_holiday,vbp_10_active,forecast,lower_90,upper_90
2026-03-09,SKU_0076,chain,intermittent,0,11,2.52,0,1,10.25180689209518,8.201445513676145,12.302168270514215
2026-03-16,SKU_0076,chain,intermittent,30,12,2.77,0,1,10.25180689209518,8.201445513676145,12.302168270514215
2026-03-23,SKU_0076,chain,intermittent,30,13,2.88,0,1,10.25180689209518,8.201445513676145,12.302168270514215
2026-03-30,SKU_0076,chain,intermittent,20,14,2.66,0,1,10.25180689209518,8.201445513676145,12.302168270514215
2026-04-06,SKU_0076,chain,intermittent,0,15,3.45,0,1,10.25180689209518,8.201445513676145,12.302168270514215
2026-04-13,SKU_0076,chain,intermittent,23,16,3.63,0,1,10.25180689209518,8.201445513676145,12.302168270514215
2026-04-20,SKU_0076,chain,intermittent,0,17,3.77,0,1,10.25180689209518,8.201445513676145,12.302168270514215
2026-04-27,SKU_0076,chain,intermittent,0,18,3.93,0,1,10.25180689209518,8.201445513676145,12.302168270514215
2026-05-04,SKU_0076,chain,intermittent,0,19,3.77,1,1,10.25180689209518,8.201445513676145,12.302168270514215
2026-05-11,SKU_0076,chain,intermittent,0,20,4.38,0,1,10.25180689209518,8.201445513676145,12.302168270514215
2026-05-18,SKU_0076,chain,intermittent,0,21,4.66,0,1,10.25180689209518,8.201445513676145,12.302168270514215
2026-05-25,SKU_0076,chain,intermittent,0,22,4.74,0,1,10.25180689209518,8.201445513676145,12.302168270514215
