date,sku_id,pharmacy_type,demand_type,units_sold,week_of_year,ili_pct,is_holiday,vbp_10_active,forecast,lower_90,upper_90
2026-03-09,SKU_0050,chain,seasonal,161,11,2.52,0,1,174,139.20000000000002,208.79999999999998
2026-03-16,SKU_0050,chain,seasonal,167,12,2.77,0,1,174,139.20000000000002,208.79999999999998
2026-03-23,SKU_0050,chain,seasonal,116,13,2.88,0,1,174,139.20000000000002,208.79999999999998
2026-03-30,SKU_0050,chain,seasonal,111,14,2.66,0,1,174,139.20000000000002,208.79999999999998
2026-04-06,SKU_0050,chain,seasonal,123,15,3.45,0,1,174,139.20000000000002,208.79999999999998
2026-04-13,SKU_0050,chain,seasonal,129,16,3.63,0,1,174,139.20000000000002,208.79999999999998
2026-04-20,SKU_0050,chain,seasonal,170,17,3.77,0,1,174,139.20000000000002,208.79999999999998
2026-04-27,SKU_0050,chain,seasonal,163,18,3.93,0,1,174,139.20000000000002,208.79999999999998
2026-05-04,SKU_0050,chain,seasonal,135,19,3.77,1,1,174,139.20000000000002,208.79999999999998
2026-05-11,SKU_0050,chain,seasonal,89,20,4.38,0,1,174,139.20000000000002,208.79999999999998
2026-05-18,SKU_0050,chain,seasonal,82,21,4.66,0,1,174,139.20000000000002,208.79999999999998
2026-05-25,SKU_0050,chain,seasonal,138,22,4.74,0,1,174,139.20000000000002,208.79999999999998
