date,sku_id,pharmacy_type,demand_type,units_sold,week_of_year,ili_pct,is_holiday,vbp_10_active,forecast,lower_90,upper_90
2026-03-09,SKU_0049,independent,smooth,31,11,2.52,0,1,24,19.200000000000003,28.799999999999997
2026-03-16,SKU_0049,independent,smooth,6,12,2.77,0,1,24,19.200000000000003,28.799999999999997
2026-03-23,SKU_0049,independent,smooth,48,13,2.88,0,1,24,19.200000000000003,28.799999999999997
2026-03-30,SKU_0049,independent,smooth,34,14,2.66,0,1,24,19.200000000000003,28.799999999999997
2026-04-06,SKU_0049,independent,smooth,22,15,3.45,0,1,24,19.200000000000003,28.799999999999997
2026-04-13,SKU_0049,independent,smooth,13,16,3.63,0,1,24,19.200000000000003,28.799999999999997
2026-04-20,SKU_0049,independent,smooth,20,17,3.77,0,1,24,19.200000000000003,28.799999999999997
2026-04-27,SKU_0049,independent,smooth,23,18,3.93,0,1,24,19.200000000000003,28.799999999999997
2026-05-04,SKU_0049,independent,smooth,24,19,3.77,1,1,24,19.200000000000003,28.799999999999997
2026-05-11,SKU_0049,independent,smooth,38,20,4.38,0,1,24,19.200000000000003,28.799999999999997
2026-05-18,SKU_0049,independent,smooth,17,21,4.66,0,1,24,19.200000000000003,28.799999999999997
2026-05-25,SKU_0049,independent,smooth,28,22,4.74,0,1,24,19.200000000000003,28.799999999999997
