date,sku_id,pharmacy_type,demand_type,units_sold,week_of_year,ili_pct,is_holiday,vbp_10_active,forecast,lower_90,upper_90
2026-03-09,SKU_0006,chain,seasonal,102,11,2.52,0,1,109,87.2,130.79999999999998
2026-03-16,SKU_0006,chain,seasonal,118,12,2.77,0,1,109,87.2,130.79999999999998
2026-03-23,SKU_0006,chain,seasonal,118,13,2.88,0,1,109,87.2,130.79999999999998
2026-03-30,SKU_0006,chain,seasonal,75,14,2.66,0,1,109,87.2,130.79999999999998
2026-04-06,SKU_0006,chain,seasonal,127,15,3.45,0,1,109,87.2,130.79999999999998
2026-04-13,SKU_0006,chain,seasonal,77,16,3.63,0,1,109,87.2,130.79999999999998
2026-04-20,SKU_0006,chain,seasonal,122,17,3.77,0,1,109,87.2,130.79999999999998
2026-04-27,SKU_0006,chain,seasonal,124,18,3.93,0,1,109,87.2,130.79999999999998
2026-05-04,SKU_0006,chain,seasonal,79,19,3.77,1,1,109,87.2,130.79999999999998
2026-05-11,SKU_0006,chain,seasonal,99,20,4.38,0,1,109,87.2,130.79999999999998
2026-05-18,SKU_0006,chain,seasonal,87,21,4.66,0,1,109,87.2,130.79999999999998
2026-05-25,SKU_0006,chain,seasonal,102,22,4.74,0,1,109,87.2,130.79999999999998
