date,sku_id,pharmacy_type,demand_type,units_sold,week_of_year,ili_pct,is_holiday,vbp_10_active,forecast,lower_90,upper_90
2026-03-09,SKU_0033,chain,smooth,79,11,2.52,0,1,147.50539,147.32364140842603,147.6871312966521
2026-03-16,SKU_0033,chain,smooth,167,12,2.77,0,1,174.4526,174.27086125705884,174.6343511452849
2026-03-23,SKU_0033,chain,smooth,155,13,2.88,0,1,199.81447,199.63272343967603,199.9962133279021
2026-03-30,SKU_0033,chain,smooth,199,14,2.66,0,1,184.1738,183.99205266330884,184.3555425515349
2026-04-06,SKU_0033,chain,smooth,306,15,3.45,0,1,195.02333,194.84158574436353,195.2050756325896
2026-04-13,SKU_0033,chain,smooth,213,16,3.63,0,1,184.21684,184.03509770725415,184.39858759548022
2026-04-20,SKU_0033,chain,smooth,287,17,3.77,0,1,161.63965,161.45790349338697,161.82139338161303
2026-04-27,SKU_0033,chain,smooth,210,18,3.93,0,1,166.53136,166.3496118674104,166.71310175563647
2026-05-04,SKU_0033,chain,smooth,146,19,3.77,1,1,184.02881,183.84706364963697,184.21055353786303
2026-05-11,SKU_0033,chain,smooth,204,20,4.38,0,1,149.75858,149.5768304953401,149.94032038356616
2026-05-18,SKU_0033,chain,smooth,257,21,4.66,0,1,185.50641,185.32466374729322,185.68815363551928
2026-05-25,SKU_0033,chain,smooth,259,22,4.74,0,1,178.65335,178.4716058859651,178.83509577419116
