date,sku_id,pharmacy_type,demand_type,units_sold,week_of_year,ili_pct,is_holiday,vbp_10_active,forecast,lower_90,upper_90
2026-03-09,SKU_0017,independent,smooth,147,11,2.52,0,1,95,76.0,114.0
2026-03-16,SKU_0017,independent,smooth,116,12,2.77,0,1,95,76.0,114.0
2026-03-23,SKU_0017,independent,smooth,80,13,2.88,0,1,95,76.0,114.0
2026-03-30,SKU_0017,independent,smooth,82,14,2.66,0,1,95,76.0,114.0
2026-04-06,SKU_0017,independent,smooth,72,15,3.45,0,1,95,76.0,114.0
2026-04-13,SKU_0017,independent,smooth,18,16,3.63,0,1,95,76.0,114.0
2026-04-20,SKU_0017,independent,smooth,74,17,3.77,0,1,95,76.0,114.0
2026-04-27,SKU_0017,independent,smooth,112,18,3.93,0,1,95,76.0,114.0
2026-05-04,SKU_0017,independent,smooth,47,19,3.77,1,1,95,76.0,114.0
2026-05-11,SKU_0017,independent,smooth,87,20,4.38,0,1,95,76.0,114.0
2026-05-18,SKU_0017,independent,smooth,102,21,4.66,0,1,95,76.0,114.0
2026-05-25,SKU_0017,independent,smooth,47,22,4.74,0,1,95,76.0,114.0
