date,sku_id,pharmacy_type,demand_type,units_sold,week_of_year,ili_pct,is_holiday,vbp_10_active,forecast,lower_90,upper_90
2026-03-09,SKU_0033,hospital,smooth,253,11,2.52,0,1,194.43492,194.3404415297331,194.52940099956376
2026-03-16,SKU_0033,hospital,smooth,273,12,2.77,0,1,250.8075,250.71301538227218,250.90197485210282
2026-03-23,SKU_0033,hospital,smooth,305,13,2.88,0,1,251.72055,251.62607080219405,251.8150302720247
2026-03-30,SKU_0033,hospital,smooth,263,14,2.66,0,1,261.37012,261.27563745258465,261.46459692241535
2026-04-06,SKU_0033,hospital,smooth,265,15,3.45,0,1,267.19263,267.09814721820965,267.28710668804035
2026-04-13,SKU_0033,hospital,smooth,262,16,3.63,0,1,258.30814,258.2136562514128,258.4026157212435
2026-04-20,SKU_0033,hospital,smooth,316,17,3.77,0,1,262.2284,262.13391381977215,262.32287328960285
2026-04-27,SKU_0033,hospital,smooth,252,18,3.93,0,1,272.654,272.5595119643034,272.7484714341341
2026-05-04,SKU_0033,hospital,smooth,234,19,3.77,1,1,255.55183,255.45735437153,255.64631384136064
2026-05-11,SKU_0033,hospital,smooth,310,20,4.38,0,1,288.95602,288.8615444350065,289.0505039048372
2026-05-18,SKU_0033,hospital,smooth,272,21,4.66,0,1,272.84573,272.7512539076628,272.9402133774935
2026-05-25,SKU_0033,hospital,smooth,303,22,4.74,0,1,283.57217,283.4776943373503,283.666653807181
